video_id,label,video_path,audio_path,transcript_path
trial_truth_045,truthful,data/videos/truthful/trial_truth_045.mp4,data/audio/trial_truth_045.wav,data/transcripts/trial_truth_045.txt
trial_truth_046,truthful,data/videos/truthful/trial_truth_046.mp4,data/audio/trial_truth_046.wav,data/transcripts/trial_truth_046.txt
trial_truth_047,truthful,data/videos/truthful/trial_truth_047.mp4,data/audio/trial_truth_047.wav,data/transcripts/trial_truth_047.txt
trial_truth_048,truthful,data/videos/truthful/trial_truth_048.mp4,data/audio/trial_truth_048.wav,data/transcripts/trial_truth_048.txt
trial_truth_049,truthful,data/videos/truthful/trial_truth_049.mp4,data/audio/trial_truth_049.wav,data/transcripts/trial_truth_049.txt
trial_truth_050,truthful,data/videos/truthful/trial_truth_050.mp4,data/audio/trial_truth_050.wav,data/transcripts/trial_truth_050.txt
trial_truth_051,truthful,data/videos/truthful/trial_truth_051.mp4,data/audio/trial_truth_051.wav,data/transcripts/trial_truth_051.txt
trial_truth_052,truthful,data/videos/truthful/trial_truth_052.mp4,data/audio/trial_truth_052.wav,data/transcripts/trial_truth_052.txt
trial_truth_053,truthful,data/videos/truthful/trial_truth_053.mp4,data/audio/trial_truth_053.wav,data/transcripts/trial_truth_053.txt
trial_truth_054,truthful,data/videos/truthful/trial_truth_054.mp4,data/audio/trial_truth_054.wav,data/transcripts/trial_truth_054.txt
trial_lie_001,deceptive,data/videos/deceptive/trial_lie_001.mp4,data/audio/trial_lie_001.wav,data/transcripts/trial_lie_001.txt
trial_lie_002,deceptive,data/videos/deceptive/trial_lie_002.mp4,data/audio/trial_lie_002.wav,data/transcripts/trial_lie_002.txt
trial_lie_003,deceptive,data/videos/deceptive/trial_lie_003.mp4,data/audio/trial_lie_003.wav,data/transcripts/trial_lie_003.txt
trial_lie_004,deceptive,data/videos/deceptive/trial_lie_004.mp4,data/audio/trial_lie_004.wav,data/transcripts/trial_lie_004.txt
trial_lie_005,deceptive,data/videos/deceptive/trial_lie_005.mp4,data/audio/trial_lie_005.wav,data/transcripts/trial_lie_005.txt
trial_lie_006,deceptive,data/videos/deceptive/trial_lie_006.mp4,data/audio/trial_lie_006.wav,data/transcripts/trial_lie_006.txt
trial_lie_007,deceptive,data/videos/deceptive/trial_lie_007.mp4,data/audio/trial_lie_007.wav,data/transcripts/trial_lie_007.txt
trial_lie_008,deceptive,data/videos/deceptive/trial_lie_008.mp4,data/audio/trial_lie_008.wav,data/transcripts/trial_lie_008.txt
trial_lie_009,deceptive,data/videos/deceptive/trial_lie_009.mp4,data/audio/trial_lie_009.wav,data/transcripts/trial_lie_009.txt
trial_lie_010,deceptive,data/videos/deceptive/trial_lie_010.mp4,data/audio/trial_lie_010.wav,data/transcripts/trial_lie_010.txt
trial_lie_011,deceptive,data/videos/deceptive/trial_lie_011.mp4,data/audio/trial_lie_011.wav,data/transcripts/trial_lie_011.txt
trial_lie_012,deceptive,data/videos/deceptive/trial_lie_012.mp4,data/audio/trial_lie_012.wav,data/transcripts/trial_lie_012.txt
trial_lie_013,deceptive,data/videos/deceptive/trial_lie_013.mp4,data/audio/trial_lie_013.wav,data/transcripts/trial_lie_013.txt
trial_lie_014,deceptive,data/videos/deceptive/trial_lie_014.mp4,data/audio/trial_lie_014.wav,data/transcripts/trial_lie_014.txt
trial_lie_015,deceptive,data/videos/deceptive/trial_lie_015.mp4,data/audio/trial_lie_015.wav,data/transcripts/trial_lie_015.txt
trial_lie_016,deceptive,data/videos/deceptive/trial_lie_016.mp4,data/audio/trial_lie_016.wav,data/transcripts/trial_lie_016.txt
trial_lie_017,deceptive,data/videos/deceptive/trial_lie_017.mp4,data/audio/trial_lie_017.wav,data/transcripts/trial_lie_017.txt
trial_lie_018,deceptive,data/videos/deceptive/trial_lie_018.mp4,data/audio/trial_lie_018.wav,data/transcripts/trial_lie_018.txt
trial_lie_019,deceptive,data/videos/deceptive/trial_lie_019.mp4,data/audio/trial_lie_019.wav,data/transcripts/trial_lie_019.txt
trial_lie_020,deceptive,data/videos/deceptive/trial_lie_020.mp4,data/audio/trial_lie_020.wav,data/transcripts/trial_lie_020.txt
trial_lie_021,deceptive,data/videos/deceptive/trial_lie_021.mp4,data/audio/trial_lie_021.wav,data/transcripts/trial_lie_021.txt
trial_lie_022,deceptive,data/videos/deceptive/trial_lie_022.mp4,data/audio/trial_lie_022.wav,data/transcripts/trial_lie_022.txt
trial_lie_023,deceptive,data/videos/deceptive/trial_lie_023.mp4,data/audio/trial_lie_023.wav,data/transcripts/trial_lie_023.txt
trial_lie_024,deceptive,data/videos/deceptive/trial_lie_024.mp4,data/audio/trial_lie_024.wav,data/transcripts/trial_lie_024.txt
trial_lie_025,deceptive,data/videos/deceptive/trial_lie_025.mp4,data/audio/trial_lie_025.wav,data/transcripts/trial_lie_025.txt
trial_lie_026,deceptive,data/videos/deceptive/trial_lie_026.mp4,data/audio/trial_lie_026.wav,data/transcripts/trial_lie_026.txt
trial_lie_027,deceptive,data/videos/deceptive/trial_lie_027.mp4,data/audio/trial_lie_027.wav,data/transcripts/trial_lie_027.txt
trial_lie_028,deceptive,data/videos/deceptive/trial_lie_028.mp4,data/audio/trial_lie_028.wav,data/transcripts/trial_lie_028.txt
trial_lie_029,deceptive,data/videos/deceptive/trial_lie_029.mp4,data/audio/trial_lie_029.wav,data/transcripts/trial_lie_029.txt
trial_lie_030,deceptive,data/videos/deceptive/trial_lie_030.mp4,data/audio/trial_lie_030.wav,data/transcripts/trial_lie_030.txt
trial_lie_031,deceptive,data/videos/deceptive/trial_lie_031.mp4,data/audio/trial_lie_031.wav,data/transcripts/trial_lie_031.txt
trial_lie_032,deceptive,data/videos/deceptive/trial_lie_032.mp4,data/audio/trial_lie_032.wav,data/transcripts/trial_lie_032.txt
trial_lie_033,deceptive,data/videos/deceptive/trial_lie_033.mp4,data/audio/trial_lie_033.wav,data/transcripts/trial_lie_033.txt
trial_lie_034,deceptive,data/videos/deceptive/trial_lie_034.mp4,data/audio/trial_lie_034.wav,data/transcripts/trial_lie_034.txt
trial_lie_035,deceptive,data/videos/deceptive/trial_lie_035.mp4,data/audio/trial_lie_035.wav,data/transcripts/trial_lie_035.txt
trial_lie_036,deceptive,data/videos/deceptive/trial_lie_036.mp4,data/audio/trial_lie_036.wav,data/transcripts/trial_lie_036.txt
trial_lie_037,deceptive,data/videos/deceptive/trial_lie_037.mp4,data/audio/trial_lie_037.wav,data/transcripts/trial_lie_037.txt
trial_lie_038,deceptive,data/videos/deceptive/trial_lie_038.mp4,data/audio/trial_lie_038.wav,data/transcripts/trial_lie_038.txt
trial_lie_039,deceptive,data/videos/deceptive/trial_lie_039.mp4,data/audio/trial_lie_039.wav,data/transcripts/trial_lie_039.txt
trial_lie_040,deceptive,data/videos/deceptive/trial_lie_040.mp4,data/audio/trial_lie_040.wav,data/transcripts/trial_lie_040.txt
trial_lie_041,deceptive,data/videos/deceptive/trial_lie_041.mp4,data/audio/trial_lie_041.wav,data/transcripts/trial_lie_041.txt
trial_lie_042,deceptive,data/videos/deceptive/trial_lie_042.mp4,data/audio/trial_lie_042.wav,data/transcripts/trial_lie_042.txt
trial_lie_043,deceptive,data/videos/deceptive/trial_lie_043.mp4,data/audio/trial_lie_043.wav,data/transcripts/trial_lie_043.txt
trial_lie_044,deceptive,data/videos/deceptive/trial_lie_044.mp4,data/audio/trial_lie_044.wav,data/transcripts/trial_lie_044.txt
trial_lie_045,deceptive,data/videos/deceptive/trial_lie_045.mp4,data/audio/trial_lie_045.wav,data/transcripts/trial_lie_045.txt
trial_lie_046,deceptive,data/videos/deceptive/trial_lie_046.mp4,data/audio/trial_lie_046.wav,data/transcripts/trial_lie_046.txt
trial_lie_047,deceptive,data/videos/deceptive/trial_lie_047.mp4,data/audio/trial_lie_047.wav,data/transcripts/trial_lie_047.txt
trial_lie_048,deceptive,data/videos/deceptive/trial_lie_048.mp4,data/audio/trial_lie_048.wav,data/transcripts/trial_lie_048.txt
trial_lie_049,deceptive,data/videos/deceptive/trial_lie_049.mp4,data/audio/trial_lie_049.wav,data/transcripts/trial_lie_049.txt
trial_lie_050,deceptive,data/videos/deceptive/trial_lie_050.mp4,data/audio/trial_lie_050.wav,data/transcripts/trial_lie_050.txt
trial_lie_051,deceptive,data/videos/deceptive/trial_lie_051.mp4,data/audio/trial_lie_051.wav,data/transcripts/trial_lie_051.txt
trial_lie_052,deceptive,data/videos/deceptive/trial_lie_052.mp4,data/audio/trial_lie_052.wav,data/transcripts/trial_lie_052.txt
trial_lie_053,deceptive,data/videos/deceptive/trial_lie_053.mp4,data/audio/trial_lie_053.wav,data/transcripts/trial_lie_053.txt
trial_lie_054,deceptive,data/videos/deceptive/trial_lie_054.mp4,data/audio/trial_lie_054.wav,data/transcripts/trial_lie_054.txt
trial_lie_055,deceptive,data/videos/deceptive/trial_lie_055.mp4,data/audio/trial_lie_055.wav,data/transcripts/trial_lie_055.txt
